Sample Number,Article Number,Year & Month,Journal,DOI,Matrix name,Monomer,Functional group,Initiator,Matrix modification method,Matrix relative dielectric constant (1Hz),Matrix relative dielectric constant (10Hz),Matrix relative dielectric constant (100Hz),Matrix relative dielectric constant (1kHz),Matrix relative dielectric constant (10kHz),Matrix relative dielectric constant (10^5Hz),Matrix relative dielectric constant (1MHz),Matrix dielectric loss (1Hz),Matrix dielectric loss (10Hz),Matrix dielectric loss (100Hz),Matrix dielectric loss (1kHz),Matrix dielectric loss (10kHz),Matrix dielectric loss (10^5Hz),Matrix dielectric loss (1MHz),Matrix breakdown electric field/kV·mm-1,Matrix conductivity (1Hz)/S·m-1,Matrix conductivity (10Hz)/S·m-1,Matrix conductivity (100Hz)/S·m-1,Matrix conductivity (1kHz)/S·m-1,Matrix conductivity (10kHz)/S·m-1,Matrix conductivity (10^5Hz)/S·m-1,Matrix conductivity (1MHz)/S·m-1,Matrix elastic modulus/MPa,Particle material category,Particle conductivity category,Particle component,Particle main elements,Particle morphology,Particle size/nm,Particle arrangement,Filling ratio (wt),Filling ratio (vol),Particle synthesis method,Particle modification method,Particle relative dielectric constant (1Hz),Particle relative dielectric constant (10Hz),Particle relative dielectric constant (100Hz),Particle relative dielectric constant (1kHz),Particle relative dielectric constant (10kHz),Particle relative dielectric constant (10^5Hz),Particle relative dielectric constant (1MHz),Particle dielectric loss (1Hz),Particle dielectric loss (10Hz),Particle dielectric loss (100Hz),Particle dielectric loss (1kHz),Particle dielectric loss (10kHz),Particle dielectric loss (10^5Hz),Particle dielectric loss (1MHz),Particle conductivity (1Hz)/S·m-1,Particle conductivity (10Hz)/S·m-1,Particle conductivity (100Hz)/S·m-1,Particle conductivity (1kHz)/S·m-1,Particle conductivity (10kHz)/S·m-1,Particle conductivity (10^5Hz)/S·m-1,Particle conductivity (1MHz)/S·m-1,Preparation of composite,Composite thickness/mm,Composite relative dielectric constant (1Hz),Composite relative dielectric constant (10Hz),Composite relative dielectric constant (100Hz),Composite relative dielectric constant (1kHz),Composite relative dielectric constant (10kHz),Composite relative dielectric constant (10^5Hz),Composite relative dielectric constant (1MHz),Composite elastic modulus/MPa,Composite dielectric loss (1Hz),Composite dielectric loss (10Hz),Composite dielectric loss (100Hz),Composite dielectric loss (1kHz),Composite dielectric loss (10kHz),Composite dielectric loss (10^5Hz),Composite dielectric loss (1MHz),Composite conductivity (1Hz)/S·m-1,Composite conductivity (10Hz)/S·m-1,Composite conductivity (100Hz)/S·m-1,Composite conductivity (1kHz)/S·m-1,Composite conductivity (10kHz)/S·m-1,Composite conductivity (10^5Hz)/S·m-1,Composite conductivity (1MHz)/S·m-1,Maximum strain,Breakdown voltage/kV,Breakdown electric field/kV·mm-1,Pre-stretching ratio,Prestress/N,Applied electric field/kV·mm,Frequency/Hz,Actuation displacement/mm,Actuating force/N,Actuating strain,Stress/MPa,Area strain,Response time/ms,Recovery time/ms,Response speed/Hz,Maximum bandwidth/Hz,Electromechanical sensitivity/MPa-1,Elastic energy density/MPa-1,Power density/W·kg-1,Energy density/J·kg-1,Energy efficiency/%,Cyclic voltage/Kv,Cyclic electric field/kV·mm-1,Cyclic strain,Cycle life,Time constant/ms,Single type particles or not,2nd particle material category,2nd particle conductivity category,2nd particle component,2nd particle main elements,2nd particle morphology,2nd particle size,2nd particle arrangement,2nd filling ratio (wt),2nd filling ratio (vol),2nd particle synthesis method,2nd particle modification method,2nd particle relative dielectric constant (1Hz),2nd particle relative dielectric constant (10Hz),2nd particle relative dielectric constant (100Hz),2nd particle relative dielectric constant (1kHz),2nd particle relative dielectric constant (10kHz),2nd particle relative dielectric constant (10^5Hz),2nd particle relative dielectric constant (1MHz),2nd particle dielectric loss (1Hz),2nd particle dielectric loss (10Hz),2nd particle dielectric loss (100Hz),2nd particle dielectric loss (1kHz),2nd particle dielectric loss (10kHz),2nd particle dielectric loss (10^5Hz),2nd particle dielectric loss (1MHz),2nd particle conductivity (1Hz),2nd particle conductivity (10Hz),2nd particle conductivity (100Hz),2nd particle conductivity (1kHz),2nd particle conductivity (10kHz),2nd particle conductivity (10^5Hz),2nd particle conductivity (1MHz),3rd particle material category,3rd particle conductivity category,3rd particle component,3rd particle main elements,3rd particle morphology,3rd particle size,3rd particle arrangement,3rd doping ratio (wt),3rd doping ratio (vol),3rd particle synthesis method,3rd particle modification method,3rd particle relative dielectric constant (1Hz),3rd particle relative dielectric constant (10Hz),3rd particle relative dielectric constant (100Hz),3rd particle relative dielectric constant (1kHz),3rd particle relative dielectric constant (10kHz),3rd particle relative dielectric constant (10^5Hz),3rd particle relative dielectric constant (1MHz),3rd particle dielectric loss (1Hz),3rd particle dielectric loss (10Hz),3rd particle dielectric loss (100Hz),3rd particle dielectric loss (1kHz),3rd particle dielectric loss (10kHz),3rd particle dielectric loss (10^5Hz),3rd particle dielectric loss (1MHz),3rd particle conductivity (1Hz),3rd particle conductivity (10Hz),3rd particle conductivity (100Hz),3rd particle conductivity (1kHz),3rd particle conductivity (10kHz),3rd particle conductivity (10^5Hz),3rd particle conductivity (1MHz)
300,56,202103,JOURNAL OF MATERIALS SCIENCE,10.1007/s10854-021-05575-5,乙丙二烯单体(EPDMJ-4045)，密度为0.9 g/cm3。由吉林石化公司提供,,,,——EPDM/GE-0.50%——,2.1,2.1,2.1,2.1,2.1,2.1,,0.025,0.015,0.005,0.01,0.02,0.03,,,,,,,,,,0.98,无机非金属,导体,C,C,不规则型,,各向同性,0.005,,石墨烯纳米片(GE)购自江苏洪洞科技有限公司。,采用等离子体增强化学气相沉积(PECVD)制备石墨烯片(GE),,,,,,,,,,,,,,,,,,,,,,采用等离子体增强化学气相沉积(PECVD)制备石墨烯片(GE)，提高乙烯丙烯二烯单体(EPDM)基弹性体的介电常数。,2,6.9,6.6,6.6,6.6,6.6,6.6,,1.16,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,57,202103,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.339/polym13071075,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,, ——纯PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,介电,CaCu3Ti4O12,Ti/Ca/Cu/O,球型,50,各向异性,0,,由湖南凯莱新材料有限公司（常德，中国）提供,/,,,,,,,,,,,,,,,,,,,,,,首先，将CCTO放在真空烤箱中，在恒定重量后取出。称重一定量的CCTO，用玛瑙砂浆研磨20 min，直到没有大颗粒。然后将溶液加入四氢呋喃中，密封，超声分散20 min。分散均匀后，将CCTO四氢呋喃溶液与Sylgard184硅橡胶的a、B组分以20：1的质量比混合，充分搅拌30 min得到均匀。将混合溶液倒入涂有白色凡士林脱模剂的预热自制铁模具中，在80◦C的烘箱中加热2小时。固化完成后，取出样品，获得CCTO/PDMS复合材料。,1,3.3,3.3,3.3,3.3,3.3,3.3,,1.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,57,202103,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.339/polym13071075,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,, ——5wt%CCTO/PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,介电,CaCu3Ti4O12,Ti/Ca/Cu/O,球型,50,各向异性,0.05,,由湖南凯莱新材料有限公司（常德，中国）提供,/,,,,,,,,,,,,,,,,,,,,,,首先，将CCTO放在真空烤箱中，在恒定重量后取出。称重一定量的CCTO，用玛瑙砂浆研磨20 min，直到没有大颗粒。然后将溶液加入四氢呋喃中，密封，超声分散20 min。分散均匀后，将CCTO四氢呋喃溶液与Sylgard184硅橡胶的a、B组分以20：1的质量比混合，充分搅拌30 min得到均匀。将混合溶液倒入涂有白色凡士林脱模剂的预热自制铁模具中，在80◦C的烘箱中加热2小时。固化完成后，取出样品，获得CCTO/PDMS复合材料。,1,3.4,3.4,3.4,3.4,3.4,3.4,,0.82,0.032,0.013,0.01,0.008,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,57,202103,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.339/polym13071075,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,, ——10wt%CCTO/PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,介电,CaCu3Ti4O12,Ti/Ca/Cu/O,球型,50,各向异性,0.1,,由湖南凯莱新材料有限公司（常德，中国）提供,/,,,,,,,,,,,,,,,,,,,,,,首先，将CCTO放在真空烤箱中，在恒定重量后取出。称重一定量的CCTO，用玛瑙砂浆研磨20 min，直到没有大颗粒。然后将溶液加入四氢呋喃中，密封，超声分散20 min。分散均匀后，将CCTO四氢呋喃溶液与Sylgard184硅橡胶的a、B组分以20：1的质量比混合，充分搅拌30 min得到均匀。将混合溶液倒入涂有白色凡士林脱模剂的预热自制铁模具中，在80◦C的烘箱中加热2小时。固化完成后，取出样品，获得CCTO/PDMS复合材料。,1,3.76,3.76,3.76,3.76,3.76,3.76,,1.19,0.047,0.025,0.018,0.01,0.007,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,57,202103,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.339/polym13071075,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——15wt%CCTO/PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,介电,CaCu3Ti4O12,Ti/Ca/Cu/O,球型,50,各向异性,0.15,,由湖南凯莱新材料有限公司（常德，中国）提供,/,,,,,,,,,,,,,,,,,,,,,,首先，将CCTO放在真空烤箱中，在恒定重量后取出。称重一定量的CCTO，用玛瑙砂浆研磨20 min，直到没有大颗粒。然后将溶液加入四氢呋喃中，密封，超声分散20 min。分散均匀后，将CCTO四氢呋喃溶液与Sylgard184硅橡胶的a、B组分以20：1的质量比混合，充分搅拌30 min得到均匀。将混合溶液倒入涂有白色凡士林脱模剂的预热自制铁模具中，在80◦C的烘箱中加热2小时。固化完成后，取出样品，获得CCTO/PDMS复合材料。,1,4.32,4.09,3.71,3.35,3.35,3.35,,0.19,0.023,0.008,0.007,0.005,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,57,202103,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.339/polym13071075,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——20wt%CCTO/PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,无机非金属,介电,CaCu3Ti4O12,Ti/Ca/Cu/O,球型,50,各向异性,0.2,,由湖南凯莱新材料有限公司（常德，中国）提供,/,,,,,,,,,,,,,,,,,,,,,,首先，将CCTO放在真空烤箱中，在恒定重量后取出。称重一定量的CCTO，用玛瑙砂浆研磨20 min，直到没有大颗粒。然后将溶液加入四氢呋喃中，密封，超声分散20 min。分散均匀后，将CCTO四氢呋喃溶液与Sylgard184硅橡胶的a、B组分以20：1的质量比混合，充分搅拌30 min得到均匀。将混合溶液倒入涂有白色凡士林脱模剂的预热自制铁模具中，在80◦C的烘箱中加热2小时。固化完成后，取出样品，获得CCTO/PDMS复合材料。,1,5.41,5.21,4.32,3.5,3.5,3.5,,0.39,0.038,0.014,0.011,0.008,0.006,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预聚合物与混合物的重量比为1：15，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,无机非金属,介电,BaTiO3,Ba/Ti/O,球型,75,各向异性,0.02,,由斯坦福先进材料公司提供,/,,,,,,,12000,,,,,,,,,,,,,,,3种填料分别制备了7种颗粒负荷分别为2、5、10、15、20、30和40%的复合膜。将粒子混合并在SymankyARM-310中分散在Sylgard184(A部分)的橡胶底座中，以2000转/分的速度持续10 min。然后，将Sylgard固化剂(B部分)与A（聚合物基体）部分加入15：1(A：B),2,3.14,2.91,2.78,2.65,2.54,2.34,,1.18,,,,,,,,,,,,,,,1.72,90,90,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预聚合物与混合物的重量比为1：15，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,无机非金属,介电,BaTiO3,Ba/Ti/O,球型,75,各向异性,0.05,,由斯坦福先进材料公司提供,/,,,,,,,12000,,,,,,,,,,,,,,,3种填料分别制备了7种颗粒负荷分别为2、5、10、15、20、30和40%的复合膜。将粒子混合并在SymankyARM-310中分散在Sylgard184(A部分)的橡胶底座中，以2000转/分的速度持续10 min。然后，将Sylgard固化剂(B部分)与A（聚合物基体）部分加入15：1(A：B),2,3.21,3.03,2.85,2.78,2.67,2.57,,1.04,,,,,,,,,,,,,,,156,89.4,89.4,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预聚合物与混合物的重量比为1：15，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,无机非金属,介电,BaTiO3,Ba/Ti/O,球型,75,各向异性,0.1,,由斯坦福先进材料公司提供,/,,,,,,,12000,,,,,,,,,,,,,,,3种填料分别制备了7种颗粒负荷分别为2、5、10、15、20、30和40%的复合膜。将粒子混合并在SymankyARM-310中分散在Sylgard184(A部分)的橡胶底座中，以2000转/分的速度持续10 min。然后，将Sylgard固化剂(B部分)与A（聚合物基体）部分加入15：1(A：B),2,3.45,3.29,3.12,3.02,2.97,2.87,,0.999,,,,,,,,,,,,,,,1.47,87.8,87.8,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预聚合物与混合物的重量比为1：15，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,无机非金属,介电,BaTiO3,Ba/Ti/O,球型,75,各向异性,0.15,,由斯坦福先进材料公司提供,/,,,,,,,12000,,,,,,,,,,,,,,,3种填料分别制备了7种颗粒负荷分别为2、5、10、15、20、30和40%的复合膜。将粒子混合并在SymankyARM-310中分散在Sylgard184(A部分)的橡胶底座中，以2000转/分的速度持续10 min。然后，将Sylgard固化剂(B部分)与A（聚合物基体）部分加入15：1(A：B),2,3.47,3.36,3.24,3.14,3.01,2.87,,1.06,,,,,,,,,,,,,,,1.39,85.7,85.7,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预聚合物与混合物的重量比为1：15，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,无机非金属,介电,BaTiO3,Ba/Ti/O,球型,75,各向异性,0.2,,由斯坦福先进材料公司提供,/,,,,,,,12000,,,,,,,,,,,,,,,3种填料分别制备了7种颗粒负荷分别为2、5、10、15、20、30和40%的复合膜。将粒子混合并在SymankyARM-310中分散在Sylgard184(A部分)的橡胶底座中，以2000转/分的速度持续10 min。然后，将Sylgard固化剂(B部分)与A（聚合物基体）部分加入15：1(A：B),2,3.87,3.61,3.45,3.31,3.19,3.02,,1.06,,,,,,,,,,,,,,,1.33,84.9,84.9,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预聚合物与混合物的重量比为1：15，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,无机非金属,介电,BaTiO3,Ba/Ti/O,球型,75,各向异性,0.3,,由斯坦福先进材料公司提供,/,,,,,,,12000,,,,,,,,,,,,,,,3种填料分别制备了7种颗粒负荷分别为2、5、10、15、20、30和40%的复合膜。将粒子混合并在SymankyARM-310中分散在Sylgard184(A部分)的橡胶底座中，以2000转/分的速度持续10 min。然后，将Sylgard固化剂(B部分)与A（聚合物基体）部分加入15：1(A：B),2,4.78,4.49,4.34,4.25,4.14,3.98,,1.32,,,,,,,,,,,,,,,1.34,80.7,80.7,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预聚合物与混合物的重量比为1：15，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,无机非金属,介电,BaTiO3,Ba/Ti/O,球型,75,各向异性,0.4,,由斯坦福先进材料公司提供,/,,,,,,,12000,,,,,,,,,,,,,,,3种填料分别制备了7种颗粒负荷分别为2、5、10、15、20、30和40%的复合膜。将粒子混合并在SymankyARM-310中分散在Sylgard184(A部分)的橡胶底座中，以2000转/分的速度持续10 min。然后，将Sylgard固化剂(B部分)与A（聚合物基体）部分加入15：1(A：B),2,5.41,5.07,4.88,4.78,4.65,4.42,,1.43,,,,,,,,,,,,,,,1.25,72.4,72.4,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预聚合物与混合物的重量比为1：15，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,无机非金属,介电,CaCu3Ti4O12,Ti/Ca/Cu/O,球型,75,各向异性,0.02,,由斯坦福先进材料公司提供,/,,,,,,,,,,,,,,,,,,,,,,3种填料分别制备了7种颗粒负荷分别为2、5、10、15、20、30和40%的复合膜。将粒子混合并在SymankyARM-310中分散在Sylgard184(A部分)的橡胶底座中，以2000转/分的速度持续10 min。然后，将Sylgard固化剂(B部分)与A（聚合物基体）部分加入15：1(A：B),2,3.21,2.95,2.85,2.73,2.65,2.54,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预聚合物与混合物的重量比为1：15，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,无机非金属,介电,CaCu3Ti4O12,Ti/Ca/Cu/O,球型,75,各向异性,0.05,,由斯坦福先进材料公司提供,/,,,,,,,,,,,,,,,,,,,,,,3种填料分别制备了7种颗粒负荷分别为2、5、10、15、20、30和40%的复合膜。将粒子混合并在SymankyARM-310中分散在Sylgard184(A部分)的橡胶底座中，以2000转/分的速度持续10 min。然后，将Sylgard固化剂(B部分)与A（聚合物基体）部分加入15：1(A：B),2,2.99,2.89,2.78,2.67,2.59,2.47,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预聚合物与混合物的重量比为1：15，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,无机非金属,介电,CaCu3Ti4O12,Ti/Ca/Cu/O,球型,75,各向异性,0.1,,由斯坦福先进材料公司提供,/,,,,,,,,,,,,,,,,,,,,,,3种填料分别制备了7种颗粒负荷分别为2、5、10、15、20、30和40%的复合膜。将粒子混合并在SymankyARM-310中分散在Sylgard184(A部分)的橡胶底座中，以2000转/分的速度持续10 min。然后，将Sylgard固化剂(B部分)与A（聚合物基体）部分加入15：1(A：B),2,3.34,3.2,3.3,3.4,3.5,3.6,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,58,202106,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/act10070137,PDMS(Sylgard184)预聚物及其固化剂由道康宁有限公司（美国）提供。,,,,——2% BaTiO3（0.42 µm）——PDA预聚物和PDMS预聚物进行混合。然后，在剧烈搅拌下，以预聚合物与混合物的重量比为1：15，加入PDMS预聚合物固化剂。然后将溶剂在80°C下彻底真空真空24小时,2.82,2.82,2.82,2.82,2.82,2.82,,0.025,0.00754,0.00245,0.00188,0.00145,0.00124,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,0.984,无机非金属,介电,CaCu3Ti4O12,Ti/Ca/Cu/O,球型,75,各向异性,0.15,,由斯坦福先进材料公司提供,/,,,,,,,,,,,,,,,,,,,,,,3种填料分别制备了7种颗粒负荷分别为2、5、10、15、20、30和40%的复合膜。将粒子混合并在SymankyARM-310中分散在Sylgard184(A部分)的橡胶底座中，以2000转/分的速度持续10 min。然后，将Sylgard固化剂(B部分)与A（聚合物基体）部分加入15：1(A：B),2,3.34,3.29,3.3,3.31,3.32,3.33,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
