Sample Number,Article Number,Year & Month,Journal,DOI,Matrix name,Monomer,Functional group,Initiator,Matrix modification method,Matrix relative dielectric constant (1Hz),Matrix relative dielectric constant (10Hz),Matrix relative dielectric constant (100Hz),Matrix relative dielectric constant (1kHz),Matrix relative dielectric constant (10kHz),Matrix relative dielectric constant (10^5Hz),Matrix relative dielectric constant (1MHz),Matrix dielectric loss (1Hz),Matrix dielectric loss (10Hz),Matrix dielectric loss (100Hz),Matrix dielectric loss (1kHz),Matrix dielectric loss (10kHz),Matrix dielectric loss (10^5Hz),Matrix dielectric loss (1MHz),Matrix breakdown electric field/kV·mm-1,Matrix conductivity (1Hz)/S·m-1,Matrix conductivity (10Hz)/S·m-1,Matrix conductivity (100Hz)/S·m-1,Matrix conductivity (1kHz)/S·m-1,Matrix conductivity (10kHz)/S·m-1,Matrix conductivity (10^5Hz)/S·m-1,Matrix conductivity (1MHz)/S·m-1,Matrix elastic modulus/MPa,Particle material category,Particle conductivity category,Particle component,Particle main elements,Particle morphology,Particle size/nm,Particle arrangement,Filling ratio (wt),Filling ratio (vol),Particle synthesis method,Particle modification method,Particle relative dielectric constant (1Hz),Particle relative dielectric constant (10Hz),Particle relative dielectric constant (100Hz),Particle relative dielectric constant (1kHz),Particle relative dielectric constant (10kHz),Particle relative dielectric constant (10^5Hz),Particle relative dielectric constant (1MHz),Particle dielectric loss (1Hz),Particle dielectric loss (10Hz),Particle dielectric loss (100Hz),Particle dielectric loss (1kHz),Particle dielectric loss (10kHz),Particle dielectric loss (10^5Hz),Particle dielectric loss (1MHz),Particle conductivity (1Hz)/S·m-1,Particle conductivity (10Hz)/S·m-1,Particle conductivity (100Hz)/S·m-1,Particle conductivity (1kHz)/S·m-1,Particle conductivity (10kHz)/S·m-1,Particle conductivity (10^5Hz)/S·m-1,Particle conductivity (1MHz)/S·m-1,Preparation of composite,Composite thickness/mm,Composite relative dielectric constant (1Hz),Composite relative dielectric constant (10Hz),Composite relative dielectric constant (100Hz),Composite relative dielectric constant (1kHz),Composite relative dielectric constant (10kHz),Composite relative dielectric constant (10^5Hz),Composite relative dielectric constant (1MHz),Composite elastic modulus/MPa,Composite dielectric loss (1Hz),Composite dielectric loss (10Hz),Composite dielectric loss (100Hz),Composite dielectric loss (1kHz),Composite dielectric loss (10kHz),Composite dielectric loss (10^5Hz),Composite dielectric loss (1MHz),Composite conductivity (1Hz)/S·m-1,Composite conductivity (10Hz)/S·m-1,Composite conductivity (100Hz)/S·m-1,Composite conductivity (1kHz)/S·m-1,Composite conductivity (10kHz)/S·m-1,Composite conductivity (10^5Hz)/S·m-1,Composite conductivity (1MHz)/S·m-1,Maximum strain,Breakdown voltage/kV,Breakdown electric field/kV·mm-1,Pre-stretching ratio,Prestress/N,Applied electric field/kV·mm,Frequency/Hz,Actuation displacement/mm,Actuating force/N,Actuating strain,Stress/MPa,Area strain,Response time/ms,Recovery time/ms,Response speed/Hz,Maximum bandwidth/Hz,Electromechanical sensitivity/MPa-1,Elastic energy density/MPa-1,Power density/W·kg-1,Energy density/J·kg-1,Energy efficiency/%,Cyclic voltage/Kv,Cyclic electric field/kV·mm-1,Cyclic strain,Cycle life,Time constant/ms,Single type particles or not,2nd particle material category,2nd particle conductivity category,2nd particle component,2nd particle main elements,2nd particle morphology,2nd particle size,2nd particle arrangement,2nd filling ratio (wt),2nd filling ratio (vol),2nd particle synthesis method,2nd particle modification method,2nd particle relative dielectric constant (1Hz),2nd particle relative dielectric constant (10Hz),2nd particle relative dielectric constant (100Hz),2nd particle relative dielectric constant (1kHz),2nd particle relative dielectric constant (10kHz),2nd particle relative dielectric constant (10^5Hz),2nd particle relative dielectric constant (1MHz),2nd particle dielectric loss (1Hz),2nd particle dielectric loss (10Hz),2nd particle dielectric loss (100Hz),2nd particle dielectric loss (1kHz),2nd particle dielectric loss (10kHz),2nd particle dielectric loss (10^5Hz),2nd particle dielectric loss (1MHz),2nd particle conductivity (1Hz),2nd particle conductivity (10Hz),2nd particle conductivity (100Hz),2nd particle conductivity (1kHz),2nd particle conductivity (10kHz),2nd particle conductivity (10^5Hz),2nd particle conductivity (1MHz),3rd particle material category,3rd particle conductivity category,3rd particle component,3rd particle main elements,3rd particle morphology,3rd particle size,3rd particle arrangement,3rd doping ratio (wt),3rd doping ratio (vol),3rd particle synthesis method,3rd particle modification method,3rd particle relative dielectric constant (1Hz),3rd particle relative dielectric constant (10Hz),3rd particle relative dielectric constant (100Hz),3rd particle relative dielectric constant (1kHz),3rd particle relative dielectric constant (10kHz),3rd particle relative dielectric constant (10^5Hz),3rd particle relative dielectric constant (1MHz),3rd particle dielectric loss (1Hz),3rd particle dielectric loss (10Hz),3rd particle dielectric loss (100Hz),3rd particle dielectric loss (1kHz),3rd particle dielectric loss (10kHz),3rd particle dielectric loss (10^5Hz),3rd particle dielectric loss (1MHz),3rd particle conductivity (1Hz),3rd particle conductivity (10Hz),3rd particle conductivity (100Hz),3rd particle conductivity (1kHz),3rd particle conductivity (10kHz),3rd particle conductivity (10^5Hz),3rd particle conductivity (1MHz)
255,51,202101,ADVANCED ENGINEERING MATERIALS,10.1002/adem.202001181,PDMS Sylgard184,,,,,3.33,3.33,3.33,3.33,3.33,3.33,,,,,,,,,,,,,,,,,,Ceramic Materials,Conductor,C,C,Irregular ,,Isotropic,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,61.95,61.95,0.3,,,,,,0.125,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,51,202101,ADVANCED ENGINEERING MATERIALS,10.1002/adem.202001181,PDMS Sylgard184,,,,,3.64,3.64,3.64,3.64,3.64,3.64,,,,,,,,,,,,,,,,,,Ceramic Materials,Conductor,C,C,Irregular ,,Isotropic,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,30.39,30.39,0.1,,,,,,0.13,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,51,202101,ADVANCED ENGINEERING MATERIALS,10.1002/adem.202001181,PDMS Sylgard184,,,,,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,,,,,,,,,,,,Ceramic Materials,Conductor,C,C,Irregular ,,Isotropic,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,37.24,37.24,0.2,,,,,,0.22,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,51,202101,ADVANCED ENGINEERING MATERIALS,10.1002/adem.202001181,PDMS Sylgard184,,,,,5.64,5.64,5.64,5.64,5.64,5.64,,,,,,,,,,,,,,,,,,Ceramic Materials,Conductor,C,C,Irregular ,,Isotropic,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,37.72,37.72,0.3,,,,,,0.25,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,52,202101,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/polym13030368,"Hydroxyl-terminated PDMS (3000 mPa·s) was purchased from Shandong Wancheng Chemical Company, Jinan, China.",,,,——0.5vol%TiO2@SiO2/PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.003,0.003,0.003,0.003,0.003,,,,,,,0.00000001,0.000000006,0.00000002,,,Ceramic Materials,Dielectric Material,TiO2 ,Ti/O,Sphere ,50,Anisotropism,,0.005,,,,,,,,,127.5,,,,,,,,,,,,,,,,2,,3.4,3.4,3.4,3.4,3.4,,,,,0.003,0.003,0.003,0.003,,,,,5.10E-09,0.000000006,0.000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric,SiO2,Si/O,Sphere ,50,Anisotropism,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,52,202101,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/polym13030368,"Hydroxyl-terminated PDMS (3000 mPa·s) was purchased from Shandong Wancheng Chemical Company, Jinan, China.",,,,——1vol%TiO2@SiO2/PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.003,0.003,0.003,0.003,0.003,,,,,,,0.00000001,0.000000006,0.00000002,,,Ceramic Materials,Dielectric Material,TiO2 ,Ti/O,Sphere ,50,Anisotropism,,0.01,,,,,,,,,127.5,,,,,,,,,,,,,,,,2,,3.5,3.5,3.5,3.5,3.5,,,,,0.005,0.005,0.005,0.005,,,,,5.90E-09,8.30E-09,5.60E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric,SiO2,Si/O,Sphere ,50,Anisotropism,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,52,202101,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/polym13030368,"Hydroxyl-terminated PDMS (3000 mPa·s) was purchased from Shandong Wancheng Chemical Company, Jinan, China.",,,,——2vol%TiO2@SiO2/PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.003,0.003,0.003,0.003,0.003,,,,,,,0.00000001,0.000000006,0.00000002,,,Ceramic Materials,Dielectric Material,TiO2 ,Ti/O,Sphere ,50,Anisotropism,,0.02,,,,,,,,,127.5,,,,,,,,,,,,,,,,2,,3.6,3.6,3.6,3.6,3.6,,,,,0.01,0.01,0.01,0.01,,,,,7.10E-09,9.70E-09,7.40E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric,SiO2,Si/O,Sphere ,50,Anisotropism,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,52,202101,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/polym13030368,"Hydroxyl-terminated PDMS (3000 mPa·s) was purchased from Shandong Wancheng Chemical Company, Jinan, China.",,,,——4vol%TiO2@SiO2/PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.003,0.003,0.003,0.003,0.003,,,,,,,0.00000001,0.000000006,0.00000002,,,Ceramic Materials,Dielectric Material,TiO2 ,Ti/O,Sphere ,50,Anisotropism,,0.04,,,,,,,,,127.5,,,,,,,,,,,,,,,,2,,3.7,3.7,3.7,3.7,3.7,,,,,0.02,0.02,0.02,0.02,,,,,8.20E-09,0.000000015,0.000000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric,SiO2,Si/O,Sphere ,50,Anisotropism,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,52,202101,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/polym13030368,"Hydroxyl-terminated PDMS (3000 mPa·s) was purchased from Shandong Wancheng Chemical Company, Jinan, China.",,,,——8vol%TiO2@SiO2/PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.003,0.003,0.003,0.003,0.003,,,,,,,0.00000001,0.000000006,0.00000002,,,Ceramic Materials,Dielectric Material,TiO2 ,Ti/O,Sphere ,50,Anisotropism,,0.08,,,,,,,,,127.5,,,,,,,,,,,,,,,,2,,5.1,4.6,4.4,4.2,4.2,,,,,0.07,0.041,0.023,0.017,,,,,0.000000017,0.000000034,0.00000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric,SiO2,Si/O,Sphere ,50,Anisotropism,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,52,202101,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/polym13030368,"Hydroxyl-terminated PDMS (3000 mPa·s) was purchased from Shandong Wancheng Chemical Company, Jinan, China.",,,,——12vol%TiO2@SiO2/PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.003,0.003,0.003,0.003,0.003,,,,,,,0.00000001,0.000000006,0.00000002,,,Ceramic Materials,Dielectric Material,TiO2 ,Ti/O,Sphere ,50,Anisotropism,,0.12,,,,,,,,,127.5,,,,,,,,,,,,,,,,2,,7.1,6.4,6,5.2,5,,,,,0.11,0.078,0.045,0.028,,,,,0.000000023,0.000000043,0.00000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric,SiO2,Si/O,Sphere ,50,Anisotropism,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,52,202101,MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUDE,10.3390/polym13030368,"Hydroxyl-terminated PDMS (3000 mPa·s) was purchased from Shandong Wancheng Chemical Company, Jinan, China.",,,,——16vol%TiO2@SiO2/PDMS——,3.3,3.3,3.3,3.3,3.3,3.3,,0.003,0.003,0.003,0.003,0.003,,,,,,,0.00000001,0.000000006,0.00000002,,,Ceramic Materials,Dielectric Material,TiO2 ,Ti/O,Sphere ,50,Anisotropism,,0.16,,,,,,,,,127.5,,,,,,,,,,,,,,,,2,,8.3,7.8,7.2,6.3,5.7,,,,,0.128,0.097,0.057,0.038,,,,,0.000000031,0.00000005,0.0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric,SiO2,Si/O,Sphere ,50,Anisotropism,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,53,202101,POLYMER BULLETIN,10.1007/s00289-021-03595-z,"Natural rubber/grindable polyurethane elastomer (grades: 1-3 Polymer Bulletin Polymethane E-34) supplied by TSE Industries, Mumbai (West Coast Polychemical, India)",,,,,,3.2（5Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,53,202101,POLYMER BULLETIN,10.1007/s00289-021-03595-z,"Natural rubber/grindable polyurethane elastomer (grades: 1-3 Polymer Bulletin Polymethane E-34) supplied by TSE Industries, Mumbai (West Coast Polychemical, India)",,,,,,3.2（5Hz),,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material,SiO2 ,Si/O,Irregular ,,Anisotropism,0.02,,,,,,,,,,4.145,,,,,,,0.00002,,,,,,,,,2,,3.4（5Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,53,202101,POLYMER BULLETIN,10.1007/s00289-021-03595-z,"Natural rubber/grindable polyurethane elastomer (grades: 1-3 Polymer Bulletin Polymethane E-34) supplied by TSE Industries, Mumbai (West Coast Polychemical, India)",,,,,,3.2（5Hz),,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material,SiO2 ,Si/O,Irregular ,,Anisotropism,0.04,,,,,,,,,,4.145,,,,,,,0.00002,,,,,,,,,2,,3.6（5Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,53,202101,POLYMER BULLETIN,10.1007/s00289-021-03595-z,"Natural rubber/grindable polyurethane elastomer (grades: 1-3 Polymer Bulletin Polymethane E-34) supplied by TSE Industries, Mumbai (West Coast Polychemical, India)",,,,,,3.2（5Hz),,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material,SiO2 ,Si/O,Irregular ,,Anisotropism,0.06,,,,,,,,,,4.145,,,,,,,0.00002,,,,,,,,,2,,3.4（5Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,53,202101,POLYMER BULLETIN,10.1007/s00289-021-03595-z,"Natural rubber/grindable polyurethane elastomer (grades: 1-3 Polymer Bulletin Polymethane E-34) supplied by TSE Industries, Mumbai (West Coast Polychemical, India)",,,,,,3.2（5Hz),,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material,盐质粘土,,Irregular ,,Anisotropism,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3.5（5Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,53,202101,POLYMER BULLETIN,10.1007/s00289-021-03595-z,"Natural rubber/grindable polyurethane elastomer (grades: 1-3 Polymer Bulletin Polymethane E-34) supplied by TSE Industries, Mumbai (West Coast Polychemical, India)",,,,,,3.2（5Hz),,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material,盐质粘土,,Irregular ,,Anisotropism,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3.5（5Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,53,202101,POLYMER BULLETIN,10.1007/s00289-021-03595-z,"Natural rubber/grindable polyurethane elastomer (grades: 1-3 Polymer Bulletin Polymethane E-34) supplied by TSE Industries, Mumbai (West Coast Polychemical, India)",,,,,,3.2（5Hz),,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material,盐质粘土,,Irregular ,,Anisotropism,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3.7（5Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,53,202101,POLYMER BULLETIN,10.1007/s00289-021-03595-z,"Natural rubber/grindable polyurethane elastomer (grades: 1-3 Polymer Bulletin Polymethane E-34) supplied by TSE Industries, Mumbai (West Coast Polychemical, India)",,,,,,3.2（5Hz),,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material,TiO2 ,Ti/O,Irregular ,,Anisotropism,0.02,,,,,,,,,,127.5,,,,,,,,,,,,,,,,2,,3.9（5Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,53,202101,POLYMER BULLETIN,10.1007/s00289-021-03595-z,"Natural rubber/grindable polyurethane elastomer (grades: 1-3 Polymer Bulletin Polymethane E-34) supplied by TSE Industries, Mumbai (West Coast Polychemical, India)",,,,,,3.2（5Hz),,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material,TiO2 ,Ti/O,Irregular ,,Anisotropism,0.04,,,,,,,,,,127.5,,,,,,,,,,,,,,,,2,,3.9（5Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,53,202101,POLYMER BULLETIN,10.1007/s00289-021-03595-z,"Natural rubber/grindable polyurethane elastomer (grades: 1-3 Polymer Bulletin Polymethane E-34) supplied by TSE Industries, Mumbai (West Coast Polychemical, India)",,,,,,3.2（5Hz),,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material,TiO2 ,Ti/O,Irregular ,,Anisotropism,0.06,,,,,,,,,,127.5,,,,,,,,,,,,,,,,2,,3.9（5Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,54,202103,AMERICAN CHEMICAL SOCIETY OMEGA,10.1021/acsomega.0c06219,Hydrogenated carboxylated acrylonitrile butadiene rubber (HXNBR),,,,Nitrile group (CN) modification,,,13.9,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material, TiO2,Ti/O,Sphere ,120,Anisotropism,0.066,,,CN group grafting,,,,,,,127.5,,,,,,,,,,,,,,,,2,,,20.7,,,,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,54,202103,AMERICAN CHEMICAL SOCIETY OMEGA,10.1021/acsomega.0c06219,Hydrogenated carboxylated acrylonitrile butadiene rubber (HXNBR),,,,Nitrile group (CN) modification,,,13.9,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material, TiO2,Ti/O,Sphere ,120,Anisotropism,0.066,,,CN group grafting,,,,,,,127.5,,,,,,,,,,,,,,,,2,,,16.4,,,,,8.5,,,,,,,,,,,,,,,,95,95,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,54,202103,AMERICAN CHEMICAL SOCIETY OMEGA,10.1021/acsomega.0c06219,Hydrogenated carboxylated acrylonitrile butadiene rubber (HXNBR),,,,Nitrile group (CN) modification,,,13.9,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material, TiO2,Ti/O,Sphere ,120,Anisotropism,0.066,,,CN group grafting,,,,,,,127.5,,,,,,,,,,,,,,,,2,,,15.4,,,,,8.1,,,,,,,,,,,,,,,,95,95,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,54,202103,AMERICAN CHEMICAL SOCIETY OMEGA,10.1021/acsomega.0c06219,Hydrogenated carboxylated acrylonitrile butadiene rubber (HXNBR),,,,Nitrile group (CN) modification,,,13.9,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material, TiO2,Ti/O,Sphere ,120,Anisotropism,,,,CN group grafting,,,,,,,127.5,,,,,,,,,,,,,,,,2,,,12.3,,,,,4.3,,,,,,,,,,,,,,,,105,105,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,54,202103,AMERICAN CHEMICAL SOCIETY OMEGA,10.1021/acsomega.0c06219,Hydrogenated carboxylated acrylonitrile butadiene rubber (HXNBR),,,,Nitrile group (CN) modification,,,13.9,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material, TiO2,Ti/O,Sphere ,120,Anisotropism,,,,CN group grafting,,,,,,,127.5,,,,,,,,,,,,,,,,2,,,13.5,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,54,202103,AMERICAN CHEMICAL SOCIETY OMEGA,10.1021/acsomega.0c06219,Hydrogenated carboxylated acrylonitrile butadiene rubber (HXNBR),,,,Nitrile group (CN) modification,,,13.9,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material, TiO2,Ti/O,Sphere ,120,Anisotropism,,,,CN group grafting,,,,,,,127.5,,,,,,,,,,,,,,,,2,,,12.6,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,54,202103,AMERICAN CHEMICAL SOCIETY OMEGA,10.1021/acsomega.0c06219,Hydrogenated carboxylated acrylonitrile butadiene rubber (HXNBR),,,,Nitrile group (CN) modification,,,13.9,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material, TiO2,Ti/O,Sphere ,120,Anisotropism,0.066,,,CN group grafting,,,,,,,127.5,,,,,,,,,,,,,,,,2,,,12.6,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,54,202104,AMERICAN CHEMICAL SOCIETY OMEGA,10.1021/acsomega.0c06219,Hydrogenated carboxylated acrylonitrile butadiene rubber (HXNBR),,,,Nitrile group (CN) modification,,,13.9,,,,,,,,,,,,,,,,,,,,,Ceramic Materials,Dielectric Material, TiO2,Ti/O,Sphere ,120,Anisotropism,,,,CN group grafting,,,,,,,127.5,,,,,,,,,,,,,,,,2,,,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS Sylgard184,,,,,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,1.176,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,,,,,,,,,,18.4,18.4,,,,,,,,,0.015,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric, BaTiO3,Ba/Ti/O,Sphere ,100,Anisotropism,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,55,202103,MACROMOLECULAR MATERIALS AND ENGINEERING,10.1002/mame.202100046,PDMS Sylgard184,,,,,3.06455,3.06455,3.06455,3.06455,3.06455,3.06455,,0.023,0.00632,0.00214,0.00166,0.00153,0.00121,,18.4,7.56E-09,2.18E-08,5.12E-08,1.43E-07,2.79E-07,0.000000562,,1.176,Ceramic Materials,Conductor,C,C,Sphere ,50,Anisotropism,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.153145,3.132468,3.11954,3.10718,3.04568,3.03547,,1.096,0.0251,0.006312,0.00423,0.00312,0.00214,0.00209,,1.24E-09,8.94E-09,3.21E-08,0.000000143,0.000000924,0.00001122,,,17.3,17.3,,,,,,,,,0.018,,,,,,,,,,,,,,,N,Ceramic Materials,Dielectric, BaTiO3,Ba/Ti/O,Sphere ,100,Anisotropism,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
